"cov_measure","p","graph","distribution","rep","norm_Omega","norm_Sigma","FP","FN"
"covOGKmat",120,"omega_sparse","rmvnorm",1,13.6360426670652,4.99463688153799,0.0965495899736964,0.534599728629579
"covOGKmat",120,"omega_sparse","rmvnorm",2,12.7306395608617,5.61857786810182,0.0824694414358657,0.511533242876526
"covOGKmat",120,"omega_sparse","rmvnorm",3,13.5126440808401,5.07220279348403,0.10119139718397,0.49932157394844
"covOGKmat",120,"omega_sparse","rmvnorm",4,12.9328184810648,5.58447095384462,0.0959306823456599,0.519674355495251
"covOGKmat",120,"omega_sparse","rmvnorm",5,12.8212309703518,6.30920489269895,0.0950023209036051,0.511533242876526
"covOGKmat",120,"omega_sparse","rmvnorm",6,12.8981815059034,5.64588206917636,0.0946928670895869,0.521031207598372
"covOGKmat",120,"omega_sparse","rmvnorm",7,12.704786549503,5.47212250632801,0.0973232245087421,0.49932157394844
"covOGKmat",120,"omega_sparse","rmvnorm",8,12.8382517235371,5.65713324291747,0.0959306823456599,0.5359565807327
"covOGKmat",120,"omega_sparse","rmvnorm",9,12.8143115777322,5.87184637531952,0.0905152406003404,0.530529172320217
"covOGKmat",120,"omega_sparse","rmvnorm",10,12.5100124811978,5.53016213604369,0.0933003249265047,0.519674355495251
"covOGKmat",120,"omega_sparse","rmvnorm",11,12.9382238659998,5.21078554787506,0.100263035741916,0.496607869742198
"covOGKmat",120,"omega_sparse","rmvnorm",12,12.4135959613495,5.38715266637475,0.0903605136933313,0.530529172320217
"covOGKmat",120,"omega_sparse","rmvnorm",13,12.2877196303386,5.3748324181693,0.0999535819278973,0.530529172320217
"covOGKmat",120,"omega_sparse","rmvnorm",14,13.0905816730564,5.78177723615063,0.0871112486461396,0.530529172320217
"covOGKmat",120,"omega_sparse","rmvnorm",15,13.2354149803898,5.4442407908043,0.0866470679251122,0.512890094979647
"covOGKmat",120,"omega_sparse","rmvnorm",16,13.266551874968,6.7786091213342,0.0877301562741761,0.510176390773406
"covOGKmat",120,"omega_sparse","rmvnorm",17,13.1501389965686,5.14779060831009,0.093609778740523,0.485753052917232
"covOGKmat",120,"omega_sparse","rmvnorm",18,12.7226202011992,5.41596640761108,0.0830883490639022,0.531886024423338
"covOGKmat",120,"omega_sparse","rmvnorm",19,13.2359641411959,6.45517689469061,0.101346124090979,0.534599728629579
"covOGKmat",120,"omega_sparse","rmvnorm",20,13.0736043179742,5.0187738974602,0.111558099953582,0.519674355495251
"covOGKmat",120,"omega_sparse","rmvnorm",21,13.1745593446984,5.58419762058848,0.0954665016246325,0.507462686567164
"covOGKmat",120,"omega_sparse","rmvnorm",22,13.178135749581,6.12653930963665,0.098406312857806,0.504748982360923
"covOGKmat",120,"omega_sparse","rmvnorm",23,12.6140295287129,5.19154298637527,0.091288875135386,0.545454545454545
"covOGKmat",120,"omega_sparse","rmvnorm",24,12.8941769712465,5.5054602883093,0.100881943369952,0.519674355495251
"covOGKmat",120,"omega_sparse","rmvnorm",25,12.6552925341572,6.15144777777001,0.0902057867863221,0.488466757123474
"covOGKmat",120,"omega_sparse","rmvnorm",26,12.5551405276368,5.54247140264387,0.098406312857806,0.508819538670285
"covOGKmat",120,"omega_sparse","rmvnorm",27,13.009417452813,5.19666585728572,0.0871112486461396,0.538670284938942
"covOGKmat",120,"omega_sparse","rmvnorm",28,13.0259492202424,4.93904583312525,0.0898963329723039,0.527815468113976
"covOGKmat",120,"omega_sparse","rmvnorm",29,12.7184284871664,5.16310112345834,0.0920625096704317,0.495251017639077
"covOGKmat",120,"omega_sparse","rmvnorm",30,12.8256850732185,5.72429444048239,0.0773634535045644,0.544097693351425
"covOGKmat",120,"omega_sparse","rmvnorm",31,13.4312569991738,4.88158530833709,0.0885037908092217,0.502035278154681
"covOGKmat",120,"omega_sparse","rmvnorm",32,12.4170686993011,4.49437250456119,0.109237196348445,0.49932157394844
"covOGKmat",120,"omega_sparse","rmvnorm",33,13.0309959505499,5.83466623698416,0.103357573882098,0.50067842605156
"covOGKmat",120,"omega_sparse","rmvnorm",34,12.9387852679433,4.75837221844653,0.098406312857806,0.526458616010855
"covOGKmat",120,"omega_sparse","rmvnorm",35,12.7462582955424,5.83714631051871,0.093609778740523,0.504748982360923
"covOGKmat",120,"omega_sparse","rmvnorm",36,13.1811368154962,5.05448213882946,0.094847593996596,0.522388059701492
"covOGKmat",120,"omega_sparse","rmvnorm",37,13.486300036722,5.44396282486852,0.0963948630666873,0.491180461329715
"covOGKmat",120,"omega_sparse","rmvnorm",38,12.9087334539984,5.60504985061682,0.0883490639022126,0.512890094979647
"covOGKmat",120,"omega_sparse","rmvnorm",39,12.6730925163033,5.44823434204295,0.079220176388674,0.530529172320217
